ISO_639,Language_Name,Print_Name,In_Script,Romanization
sgj,Surgujia,सरगुजिया,T,Surgujia
sgp,Singpho,Singpho,,
sgr,Sangisari,سنگسری,T,Sangesari
sgs,Samogitian,Žemaitiu,,
sgw,Sebat Bet Gurage,ሰባት ቤት ጉራጌ,T,Səbat Bet Gurage
sgz,Sursurunga,Sursurunga,,
she,Sheko,S'oku noogu,,
shg,Shua,Shua,,
shh,Shoshoni,Neme ta̲i̲kwappe,,
shh,Shoshoni,Sosoni' ta̲i̲kwappe,,
shi,Tachelhit,Tašlḥiyt,,
shi,Tachelhit,تشلحيت,T,tšlḥyt
shi,Tachelhit,ⵜⴰⵛⵍⵃⵉⵢⵜ,T,taclhiyt
shj,Shatt,Ikä Caning,,
shk,Shilluk,Dhøg Cøllø,,
shn,Shan,လိၵ်ႈတႆး,T,Lik Tai
shr,Shi,Mashi,,
shu,"Arabic, Chadian",Al-arabi al-Tachaadi,,
shu,"Arabic, Chadian",العربية التشادية,T,al-arabiiya al-tashaadiya
shu,"Arabic, Chadian",العربية,T,al-arabiiya
shw,Shwai,Cwaya,,
sid,Sidamo,Sidaamu Afoo,,
sig,Paasaal,Pasaal,,
sil,"Sisaala, Tumulung",Isaalɩŋ,,
sim,Mende,Mende,,
sin,Sinhala,සිංහල,T,Siṃhāla
sip,Sikkimese,འབྲས་ལྗོངས་སྐད,T,'bras ljongs skad
siw,Motuna,Motuna,,
sja,Epena,Eperã pedee,,
sjd,"Saami, Kildin",кӣллт са̄мь кӣлл,T,Kīllt sām' kīll
sje,"Saami, Pite",Bidumsáme,,
sje,"Saami, Pite",Bidumsámegiella,,
sjm,Mapun,Pallun Mapun,,
sjp,Surjapuri,सुरजापुरी,T,Surjapuri
sjr,Siar-Lak,ep warwar anun dat,,
sju,"Saami, Ume",Ubmejensámien giella,,
sjw,Shawnee,Saawanwaatoweewe,,
skc,Ma Manda,Ma Manda,,
ske,Ske,Ske,,
skm,Kutong,Kutong gin,,
skm,Kutong,Kutong,,
skr,Saraiki,سرائیکی,T,Saraiki
sks,Maia,Maia,,
skt,Sakata,Kisakata,,
sku,N'kep,N'kep,,
skx,Seko Padang,sua: tu Padang,,
sld,Sissala,Sɩ́ssalɩ́,,
slk,Slovak,Slovenský Jazyk,,
slk,Slovak,Slovenčina,,
sll,Yui,Yui,,
slm,"Sama, Pangutaran",Siyama Pangutaran,,
slu,Selaru,Tel Maslyarkwe,,
slv,Slovene,Slovenski jezik,,
slv,Slovene,Slovenščina,,
sma,"Saami, South",Saemien gïele,,
sma,"Saami, South",Åarjelsaemien gïele,,
smb,Simbari,Simbari,,
sme,"Saami, North",Davvisámegiella,,
sme,"Saami, North",Sámegiella,,
smj,"Saami, Lule",Julevusámegiella,,
smk,Bolinao,Binubolinao,,
smk,Bolinao,Bolinao,,
sml,"Sama, Central",Sinama,,
smn,"Saami, Inari",Aanaar Saami,,
smn,"Saami, Inari",Anarâškielâ,,
smo,Samoan,Gagana Samoa,,
smq,Samo,Samon,,
sms,"Saami, Skolt",Sääʹmǩiõll,,
smt,Simte,Simte,,
smx,Samba,Kitsamba,,
smy,Semnani,سمنی زفون,T,Semani zefön
sna,Shona,Chishona,,
snc,Sinaugoro,Sinaugoro,,
snd,Sindhi,سنڌي,T,Sindhi
snf,Noon,Kinoon,,
sng,Sanga,Kisanga,,
snk,Soninke,Sooninkanxanne,,
snl,Sangil,Sangiré,,
snm,"Ma'di, Southern",Maꞌdi Urúléti,,
snn,Siona,Gantëya coca,,
snw,Selee,Bale,,
snx,Sam,Sam,,
snx,Sam,Songumsam,,
sny,Saniyo-Hiyewe,Saniyo-Hiyewe,,
snz,Kou,Kou,,
sok,Sokoro,Soŋoroŋ,,
sol,Solos,Sumoun,,
som,Somali,Af-Soomaali,,
som,Somali,Afka Soomaaliga,,
soq,Kanasi,Kanasi,,
sot,"Sotho, Southern",Sesotho,,
sou,"Thai, Southern",ภาษาไทยถิ่นใต้,T,P̣hās̄ʹā thịy t̄hìn tı̂
sov,Sonsorolese,Ramari Dongosaro,,
sox,Swo,Sùə̀,,
soy,Miyobe,Mɛyɔ́bɛ,,
soy,Miyobe,Mɛyɔ́pɛ,,
soz,Temi,GiTemi,,
spa,Spanish,castellano,,
spa,Spanish,español,,
spd,Saep,Saep,,
spl,Selepet,Selepet,,
spm,Akukem,Akɨghɨm,,
spn,Sanapaná,Nenlhet,,
spp,"Sénoufo, Supyire",Supyire,,
sps,Saposa,Faa Saposa,,
spv,Sambalpuri,କୋଶଳୀ,T,Koshali
spy,Sabaot,Sābāwōōt,,
sqt,Soqotri,méthel d-saqátri,,
srb,Sora,ସଉରା,T,Savara
srb,Sora,𑃐𑃚𑃝,T,Savara
sri,Siriano,Sʉraya,,
srl,Isirawa,Isirawa rarara,,
srm,Saramaccan,Saamáka,,
srn,Sranan Tongo,Sranan Tongo,,
srp,Serbian,српски,T,Srpski
srr,Serer-Sine,Seereer,,
sru,Suruí,Paiter,,
srx,Sirmauri,सिरमौरी,T,Sirmauri
sry,Sera,Ser,,
ssb,"Sama, Southern",Sinama Tawi-Tawi,,
ssb,"Sama, Southern",Sinama,,
ssc,Suba-Simbiti,Ikisimbëtë,,
ssd,Siroi,Siroi,,
sse,"Sama, Balangingih",Bangingih,,
sse,"Sama, Balangingih",Sama Bangingih,,
ssf,Thao,Thaw a lalawa,,
ssg,Seimat,Kakai Seimat,,
ssj,Wia,Wia,,
ssj,Wia,Witi,,
ssn,Waata,Waata,,
sso,Essono,Essono,,
ssw,Swati,siSwati,,
ssy,Saho,Saaho,,
sth,Shelta,De Gammon,,
sti,"Stieng, Bulo",Troong Sdiêng,,
stj,"Samo, Matya",San Macaa,,
stj,"Samo, Matya",San,,
stk,Aramba,Aramba,,
stl,Stellingwerfs,Stellingwarfs,,
stn,Owa,Owa,,
stn,Owa,Tamasinga iamami,,
sto,Stoney,Ĩyãħé Nakoda,,
stp,"Tepehuan, Southeastern",Oꞌdam,,
stq,Saterfriesisch,Seeltersk,,
stv,Silt'e,የስልጤ,T,Yesiltʼe
stw,Satawalese,Satawal,,
sty,Siberian Tatar,Себер тел,T,Seber tel
sty,Siberian Tatar,Себертатарца,T,Sebertatartsa
sty,Siberian Tatar,Сыбыр тел,T,Sybyr tel
sty,Siberian Tatar,Сыбырца,T,Sybyrtsa
sua,Sulka,Sulka,,
sub,Suku,Kisuku,,
suc,"Subanon, Western",Sinubanon,,
sue,Suena,Suena,,
sui,Suki,Abane gi,,
sui,Suki,Suki gi,,
sui,Suki,Suki,,
sui,Suki,Sukiderete gi,,
suk,Sukuma,Kisukuma,,
sun,Sunda,Basa Sunda,,
suq,"Suri, Tirmaga-Chai",Surichɛn,,
sur,Mwaghavul,Mwaghavul,,
sus,Susu,Sosoxui,,
suv,Puroik,Puroik,,
suz,Sunwar,कोँइच,T,kõicə
sva,Svan,ლუშნუ ნინ,T,lušnu nin
svc,Vincentian English Creole,Vincy Twang,,
svm,Slavomolisano,Na-našu,,
swb,"Comorian, Maore",Shimaore,,
swc,"Swahili, Congo",Kiswahili,,
swe,Swedish,Svenska,,
swg,Swabian,Schwäbisch,,
swh,Swahili,Kiswahili,,
swp,Suau,Suau,,
swv,Shekhawati,शेखावाटी,T,Shekhaavaatee
sxb,Suba,Olusuba,,
sxn,Sangir,Sangihẹ̆,,
sxu,"Saxon, Upper",Sächsisch,,
sxw,"Gbe, Saxwe",Saxwɛgbe,,
syb,"Subanen, Central",Sinubaanen,,
syb,"Subanen, Central",Subanen,,
syc,Syriac,ܠܫܢܐ ܣܘܪܝܝܐ,T,Leššānā Suryāyā
syk,Sukur,Gemasakun,,
syk,Sukur,Sakun,,
syl,Sylheti,Sileti,,
syl,Sylheti,ছিলটী,T,Silôṭi
sym,"Samo, Maya",San Mayaa,,
sym,"Samo, Maya",San,,
syn,Senaya,ܣܘܪ,T,Soray
syn,Senaya,ܣܢܝܐ,T,Senāya
syw,Syuba,स्युबा,T,Syuba
szg,Sengele,Kisengele,,
szl,Silesian,ślůnsko godka,,
szv,Isubu,Isubu,,
szw,Sawai,Sawai,,
szy,Sakizaya,Sakizaya,,
taa,"Tanana, Lower",Benhti Kokhwt’ana Kenaga’,,
taa,"Tanana, Lower",Menhti Kenaga,,
tab,Tabasaran,табасаран чIал,T,tabasaran ҫ̇al
tac,"Tarahumara, Western",Rarómari raicha,,
taf,Tapirapé,Apyãwa,,
tah,Tahitian,Reo Tahiti,,
taj,"Tamang, Eastern",तामाङ,T,tāmāng
taj,"Tamang, Eastern",རྟ་དམག,T,tāmāng
tal,Tal,Tal,,
tam,Tamil,தமிழ்,T,Tamiḻ
tan,Tangale,Táŋlɛ,,
tao,Yami,Ciriciring no tao,,
tao,Yami,Pongso no Tao,,
taq,Tamasheq,Təmajəq,,
tar,"Tarahumara, Central",Ralámuli raꞌíchala,,
tat,Tatar,татар теле,T,tatar tele
tat,Tatar,татарча,T,tatarça
tau,"Tanana, Upper",Nee'aaneegn',,
tav,Tatuyo,Tatuyo ye,,
taw,Tay,Tay,,
tay,Atayal,Tayal,,
tbc,Takia,Takia,,
tbf,Mandara,Madara,,
tbg,"Tairora, North",Tairora,,
tbi,Gaam,Gəəməndən,,
tbj,Tiang,Tiaang,,
tbk,"Tagbanwa, Calamian",Tinagbanwa,,
tbl,Tboli,Tboli,,
tbo,Tawala,Tawala,,
tbs,Tanguat,Tanguat,,
tbt,Tembo,Chitembo,,
tbw,Tagbanwa,Tagbanwa,,
tbx,Kapin,Nambei nyon,,
tby,Tabaru,Tabaru,,
tbz,Ditammari,Ditammari,,
tca,Ticuna,Ticunaga,,
tcb,Tanacross,Dihthaad Xt’een Iin Aanděeg’,,
tcb,Tanacross,Nee'anděg',,
tcd,Tafi,Tɛgbɔ,,
tcf,"Me'phaa, Malinaltepec",Mè'phàà Mañuwìín,,
tcs,Torres Strait Creole,Yumplatok,,
tcw,"Totonac, Tecpatlán",Tachiwiin,,
tcw,"Totonac, Tecpatlán",Tutunakuj,,
tcy,Tulu,ತುಳು ಭಾಷೆ,T,Tuḷu bhāṣe
tcy,Tulu,ತುಳು,T,Tulu
tcz,"Chin, Thado",Thadou Kuki,,
tcz,"Chin, Thado",Thadou pao,,
tdb,Panchpargania,पंचपरगानिया,T,Panchpargania
tdc,Embera Tadó,Ẽpẽra Pedea,,
tdd,Tai Nüa,ᥖᥭᥰᥖᥬᥳᥑᥨᥒᥰ,T,tai taɯ xoŋ
tdg,"Tamang, Western",पक्ष्चिमी तामाङ्ग,T,Pakṣcimī tāmāṅga
tdh,Thulung,थुलुङ,T,Thuluḍa
tdn,Tondano,Toundano,,
tdt,Tetun Dili,Tetun Dili,,
tdx,"Malagasy, Tandroy-Mahafaly",Antandroy,,
ted,"Krumen, Tepo",-Tepowin,,
tee,"Tepehua, Huehuetla",Lhima'alh'ama',,
tel,Telugu,తెలుగు,T,Telugu
tem,Themne,Themne,,
teo,Ateso,Atεsᴐ,,
ter,Terêna,Emo'u xâne,,
tet,Tetun,Tetun,,
tew,Tewa,Tewa,,
tex,Tennet,Te̱nne̱tte̱,,
tfr,Teribe,Naso,,
tga,Sagalla,Kisagalla,,
tgb,Tobilung,Tobilung,,
tgc,Tigak,Tigak,,
tgj,Tagin,Tagin,,
tgk,Tajik,тоҷикӣ,T,Tojiki
tgl,Tagalog,Tagalog,,
tgp,Tangoa,Leon Tatangoa,,
tha,Thai,ภาษาไทย,T,
the,"Tharu, Central",चितुनीया थारुक,T,Chituneeya Thaaruk
thf,Thangmi,थाङ्मी खाम,T,thaangmi khaam
thk,Kitharaka,Kîîtharaka,,
thl,"Tharu, Dangaura",थारु,T,thaaru
thq,"Tharu, Mid-Eastern",मध्य-पूर्विया थारू,T,madhya-pūrviyā thārū
thr,"Tharu, Rana",राना थारू,T,raanaa thaaru
thv,"Tamahaq, Tahaggart",Tamahaq,,
thz,"Tamajeq, Tayart",Tamajeq,,
tic,Tira,Zittiro,,
tif,Tifal,Tifal,,
tig,Tigré,ትግራይት,T,Tigrayit/Tigraayit
tih,"Murut, Timugon",Timugon,,
tik,Tikar,lɛ̀ʼ Tikarì,,
tio,Teop,Teapu,,
tir,Tigrigna,ትግርኛ,T,Tigrinya
tiv,Tiv,Tiv,,
tiw,Tiwi,Tiwi,,
tiy,Teduray,Teduray,,
tkd,Tukudede,Tokodede,,
tke,Takwane,eTakwani,,
tkg,"Malagasy, Tesaka",Tesaka Malagasy,,
tkp,Tikopia,Fakatikopia,,
tkr,Tsakhur,Ts`əxna miz,,
tkt,"Tharu, Kathariya",थारु,T,thaaru
tku,"Totonac, Upper Necaxa",Totonaco xalac Patla,,
tku,"Totonac, Upper Necaxa",Totonaco,,
tlb,Tobelo,Tobelo,,
tlf,Telefol,Telefol,,
tli,Tlingit,Lingít,,
tli,Tlingit,Łingít,,
tlj,Talinga-Bwisi,Lubwisi,,
tll,Tetela,Otetela,,
tll,Tetela,Ɔtɛtɛla,,
tly,Talysh,Tolışi,T,
tmd,Haruai,Haruai,,
tmf,Toba-Maskoy,Enenlhet,,
tml,"Citak, Tamnim",Kau Adakam,,
tmu,Iau,yav ba,,
tnc,Tanimuca-Letuama,Wejeñememaja oka,,
tnh,Maiani,Maiani,,
tnk,Kwamera,Nɨfe,,
tnk,Kwamera,Nɨninɨfe,,
tnm,Tabla,Tepera,,
tnn,"Tanna, North",Nən-naka,,
tnr,Ménik,Ménik,,
tob,Toba,Qom l’aqtac,,
toc,"Totonac, Coyutla",Tutunakú,,
tof,Gizrra,Gizrra,,
tog,Tonga,Chitonga,,
toh,Tonga,guiTonga,,
toi,Tonga,Chitonga,,
toj,Tojolabal,Tojol-ab'al,,
ton,Tongan,Faka Tonga,,
too,"Totonac, Xicotepec de Juárez",Tachihuin,,
top,"Totonac, Papantla",Lichiwin Tutunaku,,
top,"Totonac, Papantla",Tutunakú,,
toq,Toposa,ŋatoposa,,
tos,"Totonac, Highland",Totonaco,,
tos,"Totonac, Highland",Tutunakú,,
tox,Tobian,Hatohobei,,
tox,Tobian,Ramari Hatohobei,,
tpa,Taupota,Taupota,,
tpc,"Me'phaa, Azoyú",Mè'pháà Tsìndíì,,
tpi,Tok Pisin,Tok Pisin,,
tpl,"Me'phaa, Tlacoapa",Meꞌpa̱a̱ Wíꞌi̱i̱n,,
tpm,Tampulma,Tampulma,,
tpn,Tupinambá,Abáñeenga,,
tpn,Tupinambá,ñeendyba,,
tpp,"Tepehua, Pisaflores",Lhichiwin,,
tpt,"Tepehua, Tlachichilco",Lhimasipijni,,
tpu,Tampuan,តំពួន,T,Tampuon
tpx,"Me'phaa, Acatepec",Meꞌpa̱a̱ Wíꞌi̱i̱n,,
tqt,Totonaco del cerro Xinolatépetl,Xinulajgsípij Totonaco,,
trc,"Triqui, Copala",Xnaꞌánj nu̱ꞌ,,
trg,Lishán Noshan,לשן דידן,T,Lišān Didān
trg,Lishán Noshan,לשנן,T,Lišānān
tri,Trió,Tarëno ijomi,,
trp,Kok Borok,Kok Borok,,
trp,Kok Borok,ককবরক,T,Kok borok
trq,"Triqui, San Martín Itunyoso",snáhánj nìh,,
trs,"Triqui, Chicahuaxtla",nánj nï'ïn,,
tru,Turoyo,Surayt,,
trv,Sediq,Seediq,,
trw,Torwali,توروالی,T,Torwali
tsb,Tsamai,Bago Ts'amakkilo,,
tsc,Tswa,Xitswa,,
tsg,Tausug,Bahasa Sūg,,
tsg,Tausug,Sinūg,,
tsg,Tausug,بَهَسَ سُوگ,T,Bahasa Sūg
tsi,Tsimshian,Sm'algyax,,
tsj,Tshangla,ཆང་ལོ་,T,Tshanglo
tsn,Setswana,Setswana,,
tso,Tsonga,Xitsonga,,
tsr,Akei,Akei,,
tsw,Tsishingini,Tsishingini,,
tsz,Purepecha,P’urhe,,
tsz,Purepecha,P’urhépecha,,
ttc,Tektiteko,B'a'aj,,
tte,Bwanabwana,Bwanabwana,,
tte,Bwanabwana,Tubetube,,
tth,"Ta'oih, Upper",ຕາໂອ້ຍອ໌,T,Ta'oiq
ttj,Tooro,Rutooro,,
ttq,"Tamajaq, Tawallammat",Təmajəq,,
ttq,"Tamajaq, Tawallammat",تَمَاجِقْ,T,tamāğiq
ttq,"Tamajaq, Tawallammat",ⵜⵎⵌⵆ,T,Tamajaq
tts,"Thai, Northeastern",อีสาน,T,Isan
ttv,Titan,Titan,,
tua,Wiarumus,Wiarumus,,
tuc,Mutu,Saveeng,,
tue,Tuyuca,Docapúaraye,,
tuf,"Tunebo, Central",Uw Cuwa,,
tui,Tupuri,jäāk Tüpürï,,
tuj,Tugutil,O Totobeloho,,
tuk,Turkmen,Türkmençe,,
tuk,Turkmen,түркменче,T,Türkmençe
tul,Tula,yii Kitule,,
tum,Tumbuka,Chitumbuka,,
tun,Tunica,Luhchi Yoroni,,
tuo,Tucano,Dasea ye,,
tuq,Tedaga,Tudaga,,
tur,Turkish,Türkçe,,
tus,Tuscarora,Ska:rù:rę',,
tuv,Turkana,Ng'aturkana,,
tuy,Tugen,Tukēn,,
tuz,Turka,Cuurammã,,
tvd,Tsuvadi,TsuVaɗi,,
tvk,"Ambrym, Southeast",Vatlongos,,
tvl,Tuvaluan,Te 'gana Tūvalu,,
tvs,Taveta,Kitubheta,,
tvu,Tunen,Tunen,,
tvw,Sedoa,Sedoa,,
tvx,Taivoan,Taivoan,,
twd,Twents,Twents,,
twh,Tai Dón,Tãy Ðón,,
twp,Ere,Ede,,
twq,Tasawaq,Ingalkoyyu',,
twy,Tawoyan,Tewoyan,,
txa,Tombonuo,Tangar nu Tombonuo,,
txn,"Tarangan, West",Rau Jarjar,,
txt,Citak,Kau Atakum,,
txu,Kayapó,Mẽbêngôkre kabẽn,,
txx,Tatana,Tatana,,
tya,Tauya,Foʔu Po,,
tye,Kyanga,Kyangganya,,
tyv,Tuvan,тыва дыл,T,tyva dyl
tyv,Tuvan,тыва,T,tyva
tyy,Tiyaa,Tiyaa,,
tzh,Tzeltal,Bats'il K'op Tseltal,,
tzh,Tzeltal,Bats'il k'op,,
tzj,Tz'utujil,Tz'utujil,,
tzm,"Tamazight, Central Atlas",Tmaziɣt,,
tzm,"Tamazight, Central Atlas",ⵜⴰⵎⴰⵣⵉⵖⵜ,T,Tamazight
tzn,Tugun,Tugun,,
tzo,Tzotzil,Bats'i k'op,,
uar,Tairuma,Tairuma,,
ubi,Ubi,Ubu,,
ubl,"Bikol, Buhi'non",Bikol-Boînën,,
ubl,"Bikol, Buhi'non",Boînën,,
ubu,Umbu-Ungu,Umbu-Ungu,,
ude,Udihe,Удиэ кэйэвэни,T,Udi Keiwani
udg,Muduga,മുഡുഗ,T,Muduga
udi,Udi,Udi muz,,
udi,Udi,Udin,,
udi,Udi,удин муз,T,udin muz
udl,Wuzlam,Ma Wuzlam,,
udm,Udmurt,Удмурт кыл,T,Udmurt kyl
udu,Uduk,Twampa,,
ugh,Kubachi,Гӏугъбуган,T,Ghug’bugan
uig,Uyghur,ئۇيغۇر تىلى,T,Uyghur tili
uig,Uyghur,ئۇيغۇرچە,T,Uyghurche
uis,Uisai,Uisai,,
uki,Kui,କୁଇ,T,Kui
uki,Kui,କୁଟିଆ,T,Kutia
ukk,Muak Sa-aak,duai: muak see aak,,
ukr,Ukrainian,українська мова,T,Ukrayins'ka mova
umb,Umbundu,Umbundu,,
umn,"Naga, Paungnyuan",Paungnyuan Naga,,
umu,Munsee,Huluníixsuwaakan,,
unr,Mundari,Muṇḍari,,
unr,Mundari,मुण्डरि,T,Muṇḍari
unr,Mundari,মুণ্ডরি,T,Muṇḍari
unr,Mundari,ମୁଣ୍ଡରି,T,Muṇḍari
unx,Munda,মুন্ডা,T,Muɳɖa
upv,Uripiv-Wala-Rano-Atchin,Tirax,,
ura,Urarina,Oruarinya,,
urb,Kaapor,Kaapor,,
urb,Kaapor,awa je’ẽha,,
urd,Urdu,اُردُو‎,T,Urdū
urg,Kobuka,Kobuka,,
urg,Kobuka,Wakoro,,
urh,Urhobo,Urhobo,,
uri,Urim,Urim,,
uro,Ura,Ura,,
urt,Urat,Urat,,
urw,Sob,Sob,,
ury,Orya,Orya,,
usa,Usarufa,Uturábáímmá,,
usi,Usoi,Kaobrung,,
usp,Uspanteko,Uspanteko,,
uth,ut-Hun,u̱t-Hun,,
utr,Etulo,Etulo,,
uum,Urum,урум тили,T,Urum Tili
uvl,Lote,Lote,,
uzn,"Uzbek, Northern",oʻzbek tili,,
uzn,"Uzbek, Northern",ўзбек тили,T,oʻzbek tili
uzs,"Uzbek, Southern",ﯣزبېک,T,o'zbek
vag,Vagla,Vagla,,
vah,Varhadi-Nagpuri,वरहदी-नागपुरी,T,Varahadī-nāgapurī
vah,Varhadi-Nagpuri,वऱ्हाडी,T,Vaṟhāḍī
vai,Vai,ꕙꔤ,T,Vai
vam,Dumo,Dumo,,
vap,Vaiphei,Vaiphei,,
var,Huarijío,Warijio,,
vas,Vasavi,वासावी,T,Vāsāvī
vau,Vanuma,Lɨvanʉma,,
vav,Varli,वारली,T,Warli
vec,Venetian,Veneto,,
ven,Venda,Tshivenḓa,T,Tshivenda
vep,Veps,Vepsä,,
vep,Veps,Vepsän kelʹ,,
vid,Vidunda,Chividunda,,
vie,Vietnamese,Tiếng Việt,,
vif,Vili,Civili,,
vig,Viemo,Viemɔ̃,,
viv,Iduna,Bona Iduna,,
vjk,Bajjika,बज्जिका,T,Bajjika
vkl,Kulisusu,Kulisusu,,
vkp,Korlai Portuguese Creole,Nou Ling,,
vls,West Flemish,West-Vlams,,
vmf,Eastern Franconian,Mainfränkisch,,
vmf,Eastern Franconian,Ostfränkisch,,
vmg,Vinitiri,Vinitiri Lungalungá,,
vmg,Vinitiri,Vinitiri,,
vmj,"Mixtec, Ixtayutla",Tuꞌun indyu,,
vmk,Makhuwa-Shirima,Emakhua Exirima,,
vmm,"Mixtec, Mitlatongo",Jnu'u lavi,,
vmp,"Mazatec, Soyaltepec",En naxijen,,
vmw,Makhuwa,Emakhuwa,,
vmy,"Mazatec, Ayautla",Enre naxinanda nguifi,,
vmz,"Mazatec, Mazatlán",Ienra naxinandana nnandia,,
vot,Vod,Maatšeeli,,
vot,Vod,Vad́d́a tšeeli,,
vro,Võro,Võro kiil,,
vun,Vunjo,Kivunjo,,
wab,Yote,Yote,,
wad,Wamesa,Wamesa,,
wad,Wamesa,Wondama,,
wal,Wolaytta,Wolaytta,,
wam,Wampanoag,Wôpanâak,,
wap,Wapishana,Wapichan paradan,,
wap,Wapishana,Wapichan,,
war,Waray-Waray,Waray,,
war,Waray-Waray,Waray-Waray,,
was,Washo,wá:šiw ʔítlu,,
wat,Kaninuwa,Kaninuwa,,
way,Wayana,Wayâna,,
wbi,Vwanji,Kɨvwanji,,
wbj,Alagwa,Alagwaisa,,
wbl,Wakhi," ښیک",T,Khik
wbl,Wakhi,ښیکوار,T,Khikwar
wbm,"Wa, Vo",Vax,,
wbp,Warlpiri,Warlpiri,,
wbr,Wagdi,वाग्दी,T,Vāgdī
wed,Wedau,Pona Wedau,,
weh,Weh,Ghɔ̂mə̀ kə́wí,,
weh,Weh,Kə́wí,,
wep,Westphalien,Westfäölsk,,
wer,Amam,Amam,,
wes,"Pidgin, Cameroon",Pidgin,,
whg,Yuwei,Yu We,,
wib,"Toussian, Southern",Wĩ́nwɛ́y,,
wii,Minidien,Minidien,,
wim,Wik-Mungkan,Wik-Mungknh,,
win,Ho-Chunk,Hoocąk,,
wiu,Witu,Witu,,
wiv,Vitu,Pole Vitu,,
wiy,Wiyot,Soulátluk,,
wja,Waja,Nyan Wịyáù,,
wji,Warji,Sirzakwai,,
wji,Warji,Warji,,
wln,Walloon,Walon,,
wls,Wallisian,Fakaʻuvea,,
wlv,Bermejo Wichí,wichi,,
wlx,Wali,Waalii,,
wmd,Mamaindê,Mamainsahai'gidu,,
wme,Wambule,वाम्बुले,T,Vāmbule
wmw,Mwani,Kimwani,,
wni,"Comorian, Ndzwani",Shindzwani,,
wno,Wano,Wano,,
wnu,Usan,Usan,,
wob,Wè Northern,Wɛɛ,,
wof,"Wolof, Gambian",Wolof,,
wol,Wolof,Wolof,,
wol,Wolof,ولوفل,T,Wolof
won,Wongo,Wong,,
wos,Hanga Hundi,Hanga Hundi,,
wow,Wawonii,Wawonii,,
wrk,Garrwa,Karawa,,
wrs,Waris,Walsa,,
wsg,"Gondi, Adilabad",కోయంగ్,T,Koyang
wsg,"Gondi, Adilabad",గోండి,T,Gondi
wsk,Waskia,Waskia,,
wtb,Matambwe,Matambwe,,
wti,Berta,Ndú Albartó,,
wti,Berta,Ndú Benishangulú,,
wtm,Mewati,मेवाती,T,Mewati
wtw,Wotu,Wotu,,
wun,Bungu,Chɨwʉngʉ,,
wuu,"Chinese, Wu",Wu Nyu,,
wuu,"Chinese, Wu",江南话,T,Jiāngnánhuà
wuu,"Chinese, Wu",江浙話,T,Jiangsu-Zhejiang hua
wuv,Wuvulu-Aua,Wuvulu,,
wwa,Waama,Waama,,
wym,Wymysorys,Wymysiöeryś,,
xal,Kalmyk-Oirat,хальмг келн,T,Xaľmg keln
xan,Xamtanga,ኃምታጛ,T,X'imt'a-nga
xav,Xavánte,A’uwẽ,,
xbi,Kombio,Akwun,,
xbr,Kambera,Hilu Humba,,
xdo,Kwandu,Kwandu,,
xdo,Kwandu,Olukwandu,,
xdq,Kaitag,Хайдакьан,T,Xajdaqan
xed,Hdi,Hdi,,
xer,Xerénte,Akwẽ,,
xho,Xhosa,isiXhosa,,
xkv,Kgalagadi,Shekgalagari,,
xkz,Kurtokha,Kurtöp,,
xmd,Mbudum,Ma Mbudum,,
xmm,"Malay, Manado",Bahasa Manado,,
xmv,"Malagasy, Antankarana",Antakarana,,
xmw,"Malagasy, Tsimihety",Tsimihety Malagasy,,
xnj,Chingoni,Chingoni,,
xnq,Xingoni,Xingoni,,
xnz,Mattokki,Mattokki,,
xog,Soga,Lusoga,,
xom,Komo,Tta Komo,,
xon,Konkomba,Likpakpaanl,,
xpe,"Kpelle, Liberia",Kpɛlɛwoo,,
xrb,"Karaboro, Eastern",Kai Yor,,
xsb,Sambal,Sambalì,,
xsi,Sio,Sio,,
xsl,"Slavey, South",Dene Zhatie,,
xsm,Kasem,Kasɩm,,
xsr,Sherpa,शेर्वी तम्ङे,T,sherwi tamnge
xsr,Sherpa,ཤར་པའི་སྐད་ཡིག,T,shar pa'i skad yig
xsu,Sanumá,Sanöma,,
xsy,Saisiyat,SaySiyat,,
xta,"Mixtec, Alcozauca",Tu̱'un sâvi,,
xtd,"Mixtec, Diuxi-Tilantongo",Tnuꞌu ñudau,,
xte,Ketengban,Ketengban,,
xti,"Mixtec, Sinicahua",Tnu'un savi,,
xtj,"Mixtec, San Juan Teita",Dañudavi,,
xtm,"Mixtec, Magdalena Peñasco",Sa'an Ñuu Savi,,
xtn,"Mixtec, Northern Tlaxiaco",Saꞌan savi,,
xub,"Kurumba, Betta",பெட்டக் குறும்பர்,T,Peṭṭak kuṟumpar
xuo,Kuo,Kúo,,
xuu,Khwedam,Khwedam,,
yaa,Yaminahua,Yamĩnãfa mekapã,,
yab,Yuhup,Yuhup,,
yad,Yagua,Nijya̱mi̱ Niquejada,,
yae,Pumé,Pumé,,
yaf,Yaka,Iyaka,,
yaf,Yaka,Kiyaka,,
yag,Yámana,Háusi Kúta,,
yah,Yazghulami,Zǵamiǵai,,
yah,Yazghulami,Зѓамиѓай,T,Zǵamiǵai
yai,Yagnobi,Яғнобӣ зивок,T,Yaɣnobī́ zivók
yal,Yalunka,Jalunga xuwiina',,
yam,Yamba,Yamba,,
yao,Yao,Ciyawo,,
yap,Yapese,Thin nu Wa'ab,,
yap,Yapese,Thin nu Waqab,,
yaq,Yaqui,Yo'em noki,,
yas,Nugunu,Nugunu,,
yat,Yambeta,Yambɛʼtá,,
